vid,file_path,source,x1,y1,x2,y2,frame_width,frame_height,detection_rate,num_sampled_frames,num_detected_frames,failed,error
FzUdcaxw_vs_9-2-rgb_front,D:\how2sign\test\FzUdcaxw_vs_9-2-rgb_front.mp4,how2sign,375,202,929,688,1280,720,1.0,12,12,False,
FzWvE__PamM_5-2-rgb_front,D:\how2sign\test\FzWvE__PamM_5-2-rgb_front.mp4,how2sign,443,211,844,676,1280,720,1.0,11,11,False,
FzWvE__PamM_6-2-rgb_front,D:\how2sign\test\FzWvE__PamM_6-2-rgb_front.mp4,how2sign,454,226,843,656,1280,720,1.0,10,10,False,
FzWvE__PamM_7-2-rgb_front,D:\how2sign\test\FzWvE__PamM_7-2-rgb_front.mp4,how2sign,392,205,858,667,1280,720,1.0,20,20,False,
FzWvE__PamM_8-2-rgb_front,D:\how2sign\test\FzWvE__PamM_8-2-rgb_front.mp4,how2sign,402,180,847,689,1280,720,1.0,31,31,False,
FzaQ-Q5gSmI_1-1-rgb_front,D:\how2sign\test\FzaQ-Q5gSmI_1-1-rgb_front.mp4,how2sign,366,81,953,720,1280,720,1.0,23,23,False,
FzaQ-Q5gSmI_10-1-rgb_front,D:\how2sign\test\FzaQ-Q5gSmI_10-1-rgb_front.mp4,how2sign,367,79,980,720,1280,720,1.0,22,22,False,
FzaQ-Q5gSmI_11-1-rgb_front,D:\how2sign\test\FzaQ-Q5gSmI_11-1-rgb_front.mp4,how2sign,347,92,1046,720,1280,720,1.0,21,21,False,
FzaQ-Q5gSmI_4-1-rgb_front,D:\how2sign\test\FzaQ-Q5gSmI_4-1-rgb_front.mp4,how2sign,338,88,974,720,1280,720,1.0,26,26,False,
FzaQ-Q5gSmI_7-1-rgb_front,D:\how2sign\test\FzaQ-Q5gSmI_7-1-rgb_front.mp4,how2sign,355,116,960,698,1280,720,1.0,12,12,False,
FzaQ-Q5gSmI_9-1-rgb_front,D:\how2sign\test\FzaQ-Q5gSmI_9-1-rgb_front.mp4,how2sign,364,121,998,686,1280,720,1.0,11,11,False,
Fzj3jz2Imf0_0-1-rgb_front,D:\how2sign\test\Fzj3jz2Imf0_0-1-rgb_front.mp4,how2sign,394,105,934,694,1280,720,1.0,25,25,False,
Fzj3jz2Imf0_2-1-rgb_front,D:\how2sign\test\Fzj3jz2Imf0_2-1-rgb_front.mp4,how2sign,376,90,1004,720,1280,720,1.0,16,16,False,
FzmL8SL6Bow_2-8-rgb_front,D:\how2sign\test\FzmL8SL6Bow_2-8-rgb_front.mp4,how2sign,280,127,1002,720,1280,720,1.0,36,36,False,
FzmL8SL6Bow_3-8-rgb_front,D:\how2sign\test\FzmL8SL6Bow_3-8-rgb_front.mp4,how2sign,279,96,964,720,1280,720,1.0,20,20,False,
FzoUVr98JmQ_2-8-rgb_front,D:\how2sign\test\FzoUVr98JmQ_2-8-rgb_front.mp4,how2sign,328,82,1039,720,1280,720,1.0,14,14,False,
FzoUVr98JmQ_4-8-rgb_front,D:\how2sign\test\FzoUVr98JmQ_4-8-rgb_front.mp4,how2sign,390,112,953,720,1280,720,1.0,15,15,False,
FzoUVr98JmQ_5-8-rgb_front,D:\how2sign\test\FzoUVr98JmQ_5-8-rgb_front.mp4,how2sign,402,110,925,720,1280,720,1.0,9,9,False,
FzoUVr98JmQ_7-8-rgb_front,D:\how2sign\test\FzoUVr98JmQ_7-8-rgb_front.mp4,how2sign,420,95,944,720,1280,720,1.0,17,17,False,
FzoUVr98JmQ_8-8-rgb_front,D:\how2sign\test\FzoUVr98JmQ_8-8-rgb_front.mp4,how2sign,418,106,935,720,1280,720,1.0,27,27,False,
FzoUVr98JmQ_9-8-rgb_front,D:\how2sign\test\FzoUVr98JmQ_9-8-rgb_front.mp4,how2sign,322,110,966,720,1280,720,1.0,26,26,False,
G-0gYel1YA8_0-2-rgb_front,D:\how2sign\test\G-0gYel1YA8_0-2-rgb_front.mp4,how2sign,378,150,941,720,1280,720,1.0,27,27,False,
G-0gYel1YA8_3-2-rgb_front,D:\how2sign\test\G-0gYel1YA8_3-2-rgb_front.mp4,how2sign,426,192,858,684,1280,720,1.0,21,21,False,
G-0gYel1YA8_4-2-rgb_front,D:\how2sign\test\G-0gYel1YA8_4-2-rgb_front.mp4,how2sign,449,190,862,676,1280,720,1.0,33,33,False,
G-0gYel1YA8_6-2-rgb_front,D:\how2sign\test\G-0gYel1YA8_6-2-rgb_front.mp4,how2sign,410,194,859,678,1280,720,1.0,30,30,False,
G05uFub3YFc_10-2-rgb_front,D:\how2sign\test\G05uFub3YFc_10-2-rgb_front.mp4,how2sign,409,175,917,675,1280,720,1.0,25,25,False,
G05uFub3YFc_4-2-rgb_front,D:\how2sign\test\G05uFub3YFc_4-2-rgb_front.mp4,how2sign,335,18,976,720,1280,720,1.0,33,33,False,
G06Irzcwxiw_0-1-rgb_front,D:\how2sign\test\G06Irzcwxiw_0-1-rgb_front.mp4,how2sign,320,83,993,720,1280,720,1.0,36,36,False,
G06Irzcwxiw_1-1-rgb_front,D:\how2sign\test\G06Irzcwxiw_1-1-rgb_front.mp4,how2sign,376,88,931,720,1280,720,1.0,17,17,False,
G06Irzcwxiw_10-1-rgb_front,D:\how2sign\test\G06Irzcwxiw_10-1-rgb_front.mp4,how2sign,378,89,931,720,1280,720,1.0,24,24,False,
G06Irzcwxiw_12-1-rgb_front,D:\how2sign\test\G06Irzcwxiw_12-1-rgb_front.mp4,how2sign,370,84,949,720,1280,720,1.0,38,38,False,
G06Irzcwxiw_15-1-rgb_front,D:\how2sign\test\G06Irzcwxiw_15-1-rgb_front.mp4,how2sign,344,79,993,720,1280,720,1.0,32,32,False,
G06Irzcwxiw_16-1-rgb_front,D:\how2sign\test\G06Irzcwxiw_16-1-rgb_front.mp4,how2sign,334,86,978,720,1280,720,1.0,38,38,False,
G06Irzcwxiw_17-1-rgb_front,D:\how2sign\test\G06Irzcwxiw_17-1-rgb_front.mp4,how2sign,357,132,954,676,1280,720,1.0,18,18,False,
G06Irzcwxiw_18-1-rgb_front,D:\how2sign\test\G06Irzcwxiw_18-1-rgb_front.mp4,how2sign,345,129,968,689,1280,720,1.0,19,19,False,
G06Irzcwxiw_19-1-rgb_front,D:\how2sign\test\G06Irzcwxiw_19-1-rgb_front.mp4,how2sign,291,86,1053,720,1280,720,1.0,12,12,False,
G06Irzcwxiw_20-1-rgb_front,D:\how2sign\test\G06Irzcwxiw_20-1-rgb_front.mp4,how2sign,381,103,919,720,1280,720,1.0,19,19,False,
G06Irzcwxiw_21-1-rgb_front,D:\how2sign\test\G06Irzcwxiw_21-1-rgb_front.mp4,how2sign,373,123,934,696,1280,720,1.0,11,11,False,
G06Irzcwxiw_22-1-rgb_front,D:\how2sign\test\G06Irzcwxiw_22-1-rgb_front.mp4,how2sign,293,117,958,692,1280,720,1.0,34,34,False,
G06Irzcwxiw_24-1-rgb_front,D:\how2sign\test\G06Irzcwxiw_24-1-rgb_front.mp4,how2sign,386,88,944,720,1280,720,1.0,26,26,False,
G06Irzcwxiw_25-1-rgb_front,D:\how2sign\test\G06Irzcwxiw_25-1-rgb_front.mp4,how2sign,397,90,909,720,1280,720,1.0,10,10,False,
G06Irzcwxiw_8-1-rgb_front,D:\how2sign\test\G06Irzcwxiw_8-1-rgb_front.mp4,how2sign,394,113,939,691,1280,720,1.0,26,26,False,
G095RWKQ39g_1-1-rgb_front,D:\how2sign\test\G095RWKQ39g_1-1-rgb_front.mp4,how2sign,383,95,932,720,1280,720,1.0,17,17,False,
G095RWKQ39g_11-1-rgb_front,D:\how2sign\test\G095RWKQ39g_11-1-rgb_front.mp4,how2sign,363,103,917,720,1280,720,1.0,18,18,False,
G095RWKQ39g_13-1-rgb_front,D:\how2sign\test\G095RWKQ39g_13-1-rgb_front.mp4,how2sign,386,101,932,720,1280,720,1.0,15,15,False,
G095RWKQ39g_14-1-rgb_front,D:\how2sign\test\G095RWKQ39g_14-1-rgb_front.mp4,how2sign,320,103,942,720,1280,720,1.0,13,13,False,
G095RWKQ39g_19-1-rgb_front,D:\how2sign\test\G095RWKQ39g_19-1-rgb_front.mp4,how2sign,382,126,1005,703,1280,720,1.0,12,12,False,
G095RWKQ39g_5-1-rgb_front,D:\how2sign\test\G095RWKQ39g_5-1-rgb_front.mp4,how2sign,416,92,911,720,1280,720,1.0,10,10,False,
G095RWKQ39g_6-1-rgb_front,D:\how2sign\test\G095RWKQ39g_6-1-rgb_front.mp4,how2sign,410,84,917,720,1280,720,1.0,31,31,False,
G095RWKQ39g_7-1-rgb_front,D:\how2sign\test\G095RWKQ39g_7-1-rgb_front.mp4,how2sign,396,105,927,720,1280,720,1.0,29,29,False,
G095RWKQ39g_8-1-rgb_front,D:\how2sign\test\G095RWKQ39g_8-1-rgb_front.mp4,how2sign,369,104,928,720,1280,720,1.0,20,20,False,
G095RWKQ39g_9-1-rgb_front,D:\how2sign\test\G095RWKQ39g_9-1-rgb_front.mp4,how2sign,365,109,957,720,1280,720,1.0,19,19,False,
G0MjvzT_UqM_1-2-rgb_front,D:\how2sign\test\G0MjvzT_UqM_1-2-rgb_front.mp4,how2sign,466,189,857,676,1280,720,1.0,13,13,False,
G0MjvzT_UqM_11-2-rgb_front,D:\how2sign\test\G0MjvzT_UqM_11-2-rgb_front.mp4,how2sign,311,167,1038,697,1280,720,1.0,33,33,False,
G0MjvzT_UqM_13-2-rgb_front,D:\how2sign\test\G0MjvzT_UqM_13-2-rgb_front.mp4,how2sign,356,175,986,684,1280,720,1.0,17,17,False,
G0MjvzT_UqM_15-2-rgb_front,D:\how2sign\test\G0MjvzT_UqM_15-2-rgb_front.mp4,how2sign,386,182,940,672,1280,720,1.0,15,15,False,
G0MjvzT_UqM_17-2-rgb_front,D:\how2sign\test\G0MjvzT_UqM_17-2-rgb_front.mp4,how2sign,399,184,882,692,1280,720,1.0,23,23,False,
G0MjvzT_UqM_18-2-rgb_front,D:\how2sign\test\G0MjvzT_UqM_18-2-rgb_front.mp4,how2sign,440,196,881,692,1280,720,1.0,16,16,False,
G0MjvzT_UqM_19-2-rgb_front,D:\how2sign\test\G0MjvzT_UqM_19-2-rgb_front.mp4,how2sign,439,193,884,696,1280,720,1.0,14,14,False,
G0MjvzT_UqM_2-2-rgb_front,D:\how2sign\test\G0MjvzT_UqM_2-2-rgb_front.mp4,how2sign,412,196,901,694,1280,720,1.0,16,16,False,
G0MjvzT_UqM_22-2-rgb_front,D:\how2sign\test\G0MjvzT_UqM_22-2-rgb_front.mp4,how2sign,482,184,856,701,1280,720,1.0,13,13,False,
G0MjvzT_UqM_3-2-rgb_front,D:\how2sign\test\G0MjvzT_UqM_3-2-rgb_front.mp4,how2sign,322,0,1035,720,1280,720,1.0,30,30,False,
G0MjvzT_UqM_4-2-rgb_front,D:\how2sign\test\G0MjvzT_UqM_4-2-rgb_front.mp4,how2sign,367,169,943,720,1280,720,1.0,16,16,False,
G0MjvzT_UqM_7-2-rgb_front,D:\how2sign\test\G0MjvzT_UqM_7-2-rgb_front.mp4,how2sign,365,189,898,693,1280,720,1.0,14,14,False,
G0MjvzT_UqM_8-2-rgb_front,D:\how2sign\test\G0MjvzT_UqM_8-2-rgb_front.mp4,how2sign,357,153,958,720,1280,720,1.0,35,35,False,
G0MjvzT_UqM_9-2-rgb_front,D:\how2sign\test\G0MjvzT_UqM_9-2-rgb_front.mp4,how2sign,364,185,941,691,1280,720,1.0,21,21,False,
G0PNAsonBGk_0-2-rgb_front,D:\how2sign\test\G0PNAsonBGk_0-2-rgb_front.mp4,how2sign,409,189,892,714,1280,720,1.0,27,27,False,
G0PNAsonBGk_1-2-rgb_front,D:\how2sign\test\G0PNAsonBGk_1-2-rgb_front.mp4,how2sign,414,194,933,707,1280,720,1.0,22,22,False,
G0PNAsonBGk_10-2-rgb_front,D:\how2sign\test\G0PNAsonBGk_10-2-rgb_front.mp4,how2sign,417,177,967,697,1280,720,1.0,15,15,False,
G0PNAsonBGk_11-2-rgb_front,D:\how2sign\test\G0PNAsonBGk_11-2-rgb_front.mp4,how2sign,366,164,879,720,1280,720,1.0,33,33,False,
G0PNAsonBGk_15-2-rgb_front,D:\how2sign\test\G0PNAsonBGk_15-2-rgb_front.mp4,how2sign,444,181,865,720,1280,720,1.0,33,33,False,
G0PNAsonBGk_16-2-rgb_front,D:\how2sign\test\G0PNAsonBGk_16-2-rgb_front.mp4,how2sign,488,199,846,699,1280,720,1.0,22,22,False,
G0PNAsonBGk_17-2-rgb_front,D:\how2sign\test\G0PNAsonBGk_17-2-rgb_front.mp4,how2sign,481,183,846,703,1280,720,1.0,26,26,False,
G0PNAsonBGk_2-2-rgb_front,D:\how2sign\test\G0PNAsonBGk_2-2-rgb_front.mp4,how2sign,342,169,1026,720,1280,720,1.0,26,26,False,
G0PNAsonBGk_20-2-rgb_front,D:\how2sign\test\G0PNAsonBGk_20-2-rgb_front.mp4,how2sign,454,187,869,705,1280,720,1.0,15,15,False,
G0PNAsonBGk_21-2-rgb_front,D:\how2sign\test\G0PNAsonBGk_21-2-rgb_front.mp4,how2sign,334,181,885,718,1280,720,1.0,31,31,False,
G0PNAsonBGk_3-2-rgb_front,D:\how2sign\test\G0PNAsonBGk_3-2-rgb_front.mp4,how2sign,331,181,1061,720,1280,720,1.0,28,28,False,
G0PNAsonBGk_4-2-rgb_front,D:\how2sign\test\G0PNAsonBGk_4-2-rgb_front.mp4,how2sign,404,177,923,720,1280,720,1.0,28,28,False,
G0PNAsonBGk_5-2-rgb_front,D:\how2sign\test\G0PNAsonBGk_5-2-rgb_front.mp4,how2sign,368,186,992,720,1280,720,1.0,28,28,False,
G0PNAsonBGk_7-2-rgb_front,D:\how2sign\test\G0PNAsonBGk_7-2-rgb_front.mp4,how2sign,378,189,873,694,1280,720,1.0,12,12,False,
G0PNAsonBGk_8-2-rgb_front,D:\how2sign\test\G0PNAsonBGk_8-2-rgb_front.mp4,how2sign,400,180,876,702,1280,720,1.0,30,30,False,
G0PNAsonBGk_9-2-rgb_front,D:\how2sign\test\G0PNAsonBGk_9-2-rgb_front.mp4,how2sign,482,181,857,701,1280,720,1.0,11,11,False,
G0Q6AlvH96I_0-2-rgb_front,D:\how2sign\test\G0Q6AlvH96I_0-2-rgb_front.mp4,how2sign,423,171,897,720,1280,720,1.0,27,27,False,
G0Q6AlvH96I_1-2-rgb_front,D:\how2sign\test\G0Q6AlvH96I_1-2-rgb_front.mp4,how2sign,366,158,887,720,1280,720,1.0,21,21,False,
G0Q6AlvH96I_10-2-rgb_front,D:\how2sign\test\G0Q6AlvH96I_10-2-rgb_front.mp4,how2sign,438,183,873,692,1280,720,1.0,8,8,False,
G0Q6AlvH96I_11-2-rgb_front,D:\how2sign\test\G0Q6AlvH96I_11-2-rgb_front.mp4,how2sign,457,167,869,703,1280,720,1.0,22,22,False,
G0Q6AlvH96I_13-2-rgb_front,D:\how2sign\test\G0Q6AlvH96I_13-2-rgb_front.mp4,how2sign,372,185,945,695,1280,720,1.0,25,25,False,
G0Q6AlvH96I_14-2-rgb_front,D:\how2sign\test\G0Q6AlvH96I_14-2-rgb_front.mp4,how2sign,362,192,937,686,1280,720,1.0,15,15,False,
G0Q6AlvH96I_18-2-rgb_front,D:\how2sign\test\G0Q6AlvH96I_18-2-rgb_front.mp4,how2sign,370,188,874,697,1280,720,1.0,19,19,False,
G0Q6AlvH96I_21-2-rgb_front,D:\how2sign\test\G0Q6AlvH96I_21-2-rgb_front.mp4,how2sign,399,185,875,694,1280,720,1.0,21,21,False,
G0Q6AlvH96I_23-2-rgb_front,D:\how2sign\test\G0Q6AlvH96I_23-2-rgb_front.mp4,how2sign,455,196,855,698,1280,720,1.0,8,8,False,
G0Q6AlvH96I_24-2-rgb_front,D:\how2sign\test\G0Q6AlvH96I_24-2-rgb_front.mp4,how2sign,261,171,897,708,1280,720,1.0,13,13,False,
G0Q6AlvH96I_25-2-rgb_front,D:\how2sign\test\G0Q6AlvH96I_25-2-rgb_front.mp4,how2sign,406,184,855,677,1280,720,1.0,12,12,False,
G0Q6AlvH96I_26-2-rgb_front,D:\how2sign\test\G0Q6AlvH96I_26-2-rgb_front.mp4,how2sign,462,194,858,693,1280,720,1.0,17,17,False,
G0Q6AlvH96I_29-2-rgb_front,D:\how2sign\test\G0Q6AlvH96I_29-2-rgb_front.mp4,how2sign,441,178,875,702,1280,720,1.0,21,21,False,
G0Q6AlvH96I_6-2-rgb_front,D:\how2sign\test\G0Q6AlvH96I_6-2-rgb_front.mp4,how2sign,364,179,883,690,1280,720,1.0,25,25,False,
G0Q6AlvH96I_8-2-rgb_front,D:\how2sign\test\G0Q6AlvH96I_8-2-rgb_front.mp4,how2sign,437,190,874,683,1280,720,1.0,10,10,False,
G19uBylwQww_0-2-rgb_front,D:\how2sign\test\G19uBylwQww_0-2-rgb_front.mp4,how2sign,427,179,898,720,1280,720,1.0,26,26,False,
G19uBylwQww_10-2-rgb_front,D:\how2sign\test\G19uBylwQww_10-2-rgb_front.mp4,how2sign,459,175,910,720,1280,720,1.0,19,19,False,
G19uBylwQww_12-2-rgb_front,D:\how2sign\test\G19uBylwQww_12-2-rgb_front.mp4,how2sign,465,203,838,692,1280,720,1.0,10,10,False,
G19uBylwQww_15-2-rgb_front,D:\how2sign\test\G19uBylwQww_15-2-rgb_front.mp4,how2sign,476,204,839,691,1280,720,1.0,19,19,False,
G19uBylwQww_17-2-rgb_front,D:\how2sign\test\G19uBylwQww_17-2-rgb_front.mp4,how2sign,419,193,958,686,1280,720,1.0,18,18,False,
G19uBylwQww_18-2-rgb_front,D:\how2sign\test\G19uBylwQww_18-2-rgb_front.mp4,how2sign,477,208,842,676,1280,720,1.0,12,12,False,
G19uBylwQww_19-2-rgb_front,D:\how2sign\test\G19uBylwQww_19-2-rgb_front.mp4,how2sign,456,206,851,680,1280,720,1.0,9,9,False,
G19uBylwQww_3-2-rgb_front,D:\how2sign\test\G19uBylwQww_3-2-rgb_front.mp4,how2sign,415,193,866,692,1280,720,1.0,20,20,False,
G19uBylwQww_4-2-rgb_front,D:\how2sign\test\G19uBylwQww_4-2-rgb_front.mp4,how2sign,442,188,863,681,1280,720,1.0,14,14,False,
G19uBylwQww_5-2-rgb_front,D:\how2sign\test\G19uBylwQww_5-2-rgb_front.mp4,how2sign,479,203,831,686,1280,720,1.0,18,18,False,
G19uBylwQww_7-2-rgb_front,D:\how2sign\test\G19uBylwQww_7-2-rgb_front.mp4,how2sign,471,179,851,720,1280,720,1.0,11,11,False,
G19uBylwQww_9-2-rgb_front,D:\how2sign\test\G19uBylwQww_9-2-rgb_front.mp4,how2sign,384,190,931,694,1280,720,1.0,21,21,False,
G1GUMky8kWc_1-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_1-2-rgb_front.mp4,how2sign,456,186,863,702,1280,720,1.0,22,22,False,
G1GUMky8kWc_10-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_10-2-rgb_front.mp4,how2sign,425,194,870,683,1280,720,1.0,10,10,False,
G1GUMky8kWc_11-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_11-2-rgb_front.mp4,how2sign,447,176,877,720,1280,720,1.0,13,13,False,
G1GUMky8kWc_12-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_12-2-rgb_front.mp4,how2sign,445,183,873,720,1280,720,1.0,11,11,False,
G1GUMky8kWc_13-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_13-2-rgb_front.mp4,how2sign,451,182,855,720,1280,720,1.0,15,15,False,
G1GUMky8kWc_14-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_14-2-rgb_front.mp4,how2sign,447,177,857,720,1280,720,1.0,11,11,False,
G1GUMky8kWc_15-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_15-2-rgb_front.mp4,how2sign,454,177,856,720,1280,720,1.0,15,15,False,
G1GUMky8kWc_16-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_16-2-rgb_front.mp4,how2sign,452,177,857,720,1280,720,1.0,8,8,False,
G1GUMky8kWc_17-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_17-2-rgb_front.mp4,how2sign,451,176,855,720,1280,720,1.0,12,12,False,
G1GUMky8kWc_18-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_18-2-rgb_front.mp4,how2sign,443,172,857,720,1280,720,1.0,14,14,False,
G1GUMky8kWc_19-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_19-2-rgb_front.mp4,how2sign,456,178,849,720,1280,720,1.0,13,13,False,
G1GUMky8kWc_2-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_2-2-rgb_front.mp4,how2sign,453,198,865,697,1280,720,1.0,14,14,False,
G1GUMky8kWc_20-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_20-2-rgb_front.mp4,how2sign,452,177,855,720,1280,720,1.0,20,20,False,
G1GUMky8kWc_21-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_21-2-rgb_front.mp4,how2sign,430,174,860,720,1280,720,1.0,21,21,False,
G1GUMky8kWc_22-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_22-2-rgb_front.mp4,how2sign,465,189,840,720,1280,720,1.0,15,15,False,
G1GUMky8kWc_23-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_23-2-rgb_front.mp4,how2sign,425,174,858,720,1280,720,1.0,14,14,False,
G1GUMky8kWc_24-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_24-2-rgb_front.mp4,how2sign,430,172,860,720,1280,720,1.0,25,25,False,
G1GUMky8kWc_3-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_3-2-rgb_front.mp4,how2sign,394,199,906,685,1280,720,1.0,13,13,False,
G1GUMky8kWc_4-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_4-2-rgb_front.mp4,how2sign,367,174,878,690,1280,720,1.0,18,18,False,
G1GUMky8kWc_5-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_5-2-rgb_front.mp4,how2sign,369,175,893,720,1280,720,1.0,23,23,False,
G1GUMky8kWc_6-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_6-2-rgb_front.mp4,how2sign,455,176,862,720,1280,720,1.0,12,12,False,
G1GUMky8kWc_9-2-rgb_front,D:\how2sign\test\G1GUMky8kWc_9-2-rgb_front.mp4,how2sign,462,196,866,683,1280,720,1.0,14,14,False,
G1LiGqM3FhM_10-8-rgb_front,D:\how2sign\test\G1LiGqM3FhM_10-8-rgb_front.mp4,how2sign,277,139,1057,720,1280,720,1.0,18,18,False,
G1LiGqM3FhM_11-8-rgb_front,D:\how2sign\test\G1LiGqM3FhM_11-8-rgb_front.mp4,how2sign,316,116,971,720,1280,720,1.0,31,31,False,
G1LiGqM3FhM_13-8-rgb_front,D:\how2sign\test\G1LiGqM3FhM_13-8-rgb_front.mp4,how2sign,440,113,958,720,1280,720,1.0,31,31,False,
G1LiGqM3FhM_16-8-rgb_front,D:\how2sign\test\G1LiGqM3FhM_16-8-rgb_front.mp4,how2sign,461,121,911,720,1280,720,1.0,17,17,False,
G1LiGqM3FhM_2-8-rgb_front,D:\how2sign\test\G1LiGqM3FhM_2-8-rgb_front.mp4,how2sign,398,117,940,720,1280,720,1.0,23,23,False,
G1LiGqM3FhM_3-8-rgb_front,D:\how2sign\test\G1LiGqM3FhM_3-8-rgb_front.mp4,how2sign,472,94,913,720,1280,720,1.0,11,11,False,
G1LiGqM3FhM_4-8-rgb_front,D:\how2sign\test\G1LiGqM3FhM_4-8-rgb_front.mp4,how2sign,391,115,956,720,1280,720,1.0,10,10,False,
G1LiGqM3FhM_6-8-rgb_front,D:\how2sign\test\G1LiGqM3FhM_6-8-rgb_front.mp4,how2sign,399,109,942,720,1280,720,1.0,9,9,False,
G1LiGqM3FhM_7-8-rgb_front,D:\how2sign\test\G1LiGqM3FhM_7-8-rgb_front.mp4,how2sign,300,109,1005,720,1280,720,1.0,21,21,False,
G1LiGqM3FhM_8-8-rgb_front,D:\how2sign\test\G1LiGqM3FhM_8-8-rgb_front.mp4,how2sign,298,108,1009,720,1280,720,1.0,22,22,False,
G1LiGqM3FhM_9-8-rgb_front,D:\how2sign\test\G1LiGqM3FhM_9-8-rgb_front.mp4,how2sign,405,109,986,720,1280,720,1.0,17,17,False,
G1QiXuldOxM_0-8-rgb_front,D:\how2sign\test\G1QiXuldOxM_0-8-rgb_front.mp4,how2sign,306,114,972,720,1280,720,1.0,33,33,False,
G1QiXuldOxM_1-8-rgb_front,D:\how2sign\test\G1QiXuldOxM_1-8-rgb_front.mp4,how2sign,308,118,1070,720,1280,720,1.0,22,22,False,
G1QiXuldOxM_2-8-rgb_front,D:\how2sign\test\G1QiXuldOxM_2-8-rgb_front.mp4,how2sign,308,120,1090,720,1280,720,1.0,24,24,False,
G1QiXuldOxM_6-8-rgb_front,D:\how2sign\test\G1QiXuldOxM_6-8-rgb_front.mp4,how2sign,394,144,937,698,1280,720,1.0,13,13,False,
G1QiXuldOxM_7-8-rgb_front,D:\how2sign\test\G1QiXuldOxM_7-8-rgb_front.mp4,how2sign,423,142,933,720,1280,720,1.0,29,29,False,
G1QiXuldOxM_8-8-rgb_front,D:\how2sign\test\G1QiXuldOxM_8-8-rgb_front.mp4,how2sign,421,131,932,720,1280,720,1.0,10,10,False,
G1hb5HugzVk_3-8-rgb_front,D:\how2sign\test\G1hb5HugzVk_3-8-rgb_front.mp4,how2sign,389,113,959,720,1280,720,1.0,36,36,False,
G1hb5HugzVk_5-8-rgb_front,D:\how2sign\test\G1hb5HugzVk_5-8-rgb_front.mp4,how2sign,291,121,966,720,1280,720,1.0,22,22,False,
G1hb5HugzVk_6-8-rgb_front,D:\how2sign\test\G1hb5HugzVk_6-8-rgb_front.mp4,how2sign,383,121,1011,720,1280,720,1.0,24,24,False,
G1jsDl1mVvk_2-1-rgb_front,D:\how2sign\test\G1jsDl1mVvk_2-1-rgb_front.mp4,how2sign,379,97,963,720,1280,720,1.0,15,15,False,
G1lNlhjWC1I_1-8-rgb_front,D:\how2sign\test\G1lNlhjWC1I_1-8-rgb_front.mp4,how2sign,375,128,940,720,1280,720,1.0,24,24,False,
G1lNlhjWC1I_11-8-rgb_front,D:\how2sign\test\G1lNlhjWC1I_11-8-rgb_front.mp4,how2sign,423,109,932,720,1280,720,1.0,38,38,False,
G1lNlhjWC1I_12-8-rgb_front,D:\how2sign\test\G1lNlhjWC1I_12-8-rgb_front.mp4,how2sign,341,113,957,720,1280,720,1.0,26,26,False,
G1lNlhjWC1I_13-8-rgb_front,D:\how2sign\test\G1lNlhjWC1I_13-8-rgb_front.mp4,how2sign,450,115,931,720,1280,720,1.0,18,18,False,
G1lNlhjWC1I_2-8-rgb_front,D:\how2sign\test\G1lNlhjWC1I_2-8-rgb_front.mp4,how2sign,416,107,965,720,1280,720,1.0,37,37,False,
G1lNlhjWC1I_20-8-rgb_front,D:\how2sign\test\G1lNlhjWC1I_20-8-rgb_front.mp4,how2sign,432,116,935,720,1280,720,1.0,20,20,False,
G1lNlhjWC1I_3-8-rgb_front,D:\how2sign\test\G1lNlhjWC1I_3-8-rgb_front.mp4,how2sign,443,107,943,720,1280,720,1.0,27,27,False,
G1nq4fYZiyQ_0-8-rgb_front,D:\how2sign\test\G1nq4fYZiyQ_0-8-rgb_front.mp4,how2sign,255,135,1069,709,1280,720,1.0,30,30,False,
G1nq4fYZiyQ_2-8-rgb_front,D:\how2sign\test\G1nq4fYZiyQ_2-8-rgb_front.mp4,how2sign,411,116,936,720,1280,720,1.0,24,24,False,
G1nq4fYZiyQ_4-8-rgb_front,D:\how2sign\test\G1nq4fYZiyQ_4-8-rgb_front.mp4,how2sign,311,106,962,720,1280,720,1.0,41,41,False,
